DateTime,Date,Hour,X
2016-12-06 21:00:00,2016-12-06,21,0.0213
2016-12-06 22:00:00,2016-12-06,22,0.0148
2016-12-06 23:00:00,2016-12-06,23,0.0101
2016-12-07 00:00:00,2016-12-07,0,0.0061
2016-12-07 01:00:00,2016-12-07,1,0.0043
2016-12-07 02:00:00,2016-12-07,2,0.0045
2016-12-07 03:00:00,2016-12-07,3,0.0116
2016-12-07 04:00:00,2016-12-07,4,0.0327
2016-12-07 05:00:00,2016-12-07,5,0.0761
2016-12-07 06:00:00,2016-12-07,6,0.1155
2016-12-07 07:00:00,2016-12-07,7,0.2296
2016-12-07 08:00:00,2016-12-07,8,0.1176
2016-12-07 09:00:00,2016-12-07,9,0.1367
2016-12-07 10:00:00,2016-12-07,10,0.0632
2016-12-07 11:00:00,2016-12-07,11,0.0519
2016-12-07 12:00:00,2016-12-07,12,0.0509
2016-12-07 13:00:00,2016-12-07,13,0.059
2016-12-07 14:00:00,2016-12-07,14,0.0479
2016-12-07 15:00:00,2016-12-07,15,0.0399
2016-12-07 16:00:00,2016-12-07,16,0.0342
2016-12-07 17:00:00,2016-12-07,17,0.0364
2016-12-07 18:00:00,2016-12-07,18,0.0314
2016-12-07 19:00:00,2016-12-07,19,0.0254
2016-12-07 20:00:00,2016-12-07,20,0.0237
2016-12-07 21:00:00,2016-12-07,21,0.0211
2016-12-07 22:00:00,2016-12-07,22,0.0158
2016-12-07 23:00:00,2016-12-07,23,0.0101
2016-12-08 00:00:00,2016-12-08,0,0.0064
2016-12-08 01:00:00,2016-12-08,1,0.0049
2016-12-08 02:00:00,2016-12-08,2,0.0051
2016-12-08 03:00:00,2016-12-08,3,0.0116
2016-12-08 04:00:00,2016-12-08,4,0.0316
2016-12-08 05:00:00,2016-12-08,5,0.0744
2016-12-08 06:00:00,2016-12-08,6,0.1661
2016-12-08 07:00:00,2016-12-08,7,0.1381
2016-12-08 08:00:00,2016-12-08,8,0.0876
2016-12-08 09:00:00,2016-12-08,9,0.0914
2016-12-08 10:00:00,2016-12-08,10,0.0655
2016-12-08 11:00:00,2016-12-08,11,0.0531
2016-12-08 12:00:00,2016-12-08,12,0.0498
2016-12-08 13:00:00,2016-12-08,13,0.054
2016-12-08 14:00:00,2016-12-08,14,0.049
2016-12-08 15:00:00,2016-12-08,15,0.0406
2016-12-08 16:00:00,2016-12-08,16,0.035
2016-12-08 17:00:00,2016-12-08,17,0.038
2016-12-08 18:00:00,2016-12-08,18,0.0307
2016-12-08 19:00:00,2016-12-08,19,0.0262
2016-12-08 20:00:00,2016-12-08,20,0.0225
2016-12-08 21:00:00,2016-12-08,21,0.0227
2016-12-08 22:00:00,2016-12-08,22,0.0164
2016-12-08 23:00:00,2016-12-08,23,0.0112
2016-12-09 00:00:00,2016-12-09,0,0.0077
2016-12-09 01:00:00,2016-12-09,1,0.0046
2016-12-09 02:00:00,2016-12-09,2,0.0052
2016-12-09 03:00:00,2016-12-09,3,0.0113
2016-12-09 04:00:00,2016-12-09,4,0.0304
2016-12-09 05:00:00,2016-12-09,5,0.0749
2016-12-09 06:00:00,2016-12-09,6,0.0946
2016-12-09 07:00:00,2016-12-09,7,0.0909
2016-12-09 08:00:00,2016-12-09,8,0.0936
2016-12-09 09:00:00,2016-12-09,9,0.0812
2016-12-09 10:00:00,2016-12-09,10,0.0701
2016-12-09 11:00:00,2016-12-09,11,0.062
2016-12-09 12:00:00,2016-12-09,12,0.0509
2016-12-09 13:00:00,2016-12-09,13,0.0555
2016-12-09 14:00:00,2016-12-09,14,0.0467
2016-12-09 15:00:00,2016-12-09,15,0.0423
2016-12-09 16:00:00,2016-12-09,16,0.0395
2016-12-09 17:00:00,2016-12-09,17,0.0401
2016-12-09 18:00:00,2016-12-09,18,0.0376
2016-12-09 19:00:00,2016-12-09,19,0.0337
2016-12-09 20:00:00,2016-12-09,20,0.0291
2016-12-09 21:00:00,2016-12-09,21,0.0288
2016-12-09 22:00:00,2016-12-09,22,0.0235
2016-12-09 23:00:00,2016-12-09,23,0.0159
2016-12-10 00:00:00,2016-12-10,0,0.0101
2016-12-10 01:00:00,2016-12-10,1,0.0067
2016-12-10 02:00:00,2016-12-10,2,0.0064
2016-12-10 03:00:00,2016-12-10,3,0.0073
2016-12-10 04:00:00,2016-12-10,4,0.0139
2016-12-10 05:00:00,2016-12-10,5,0.027
2016-12-10 06:00:00,2016-12-10,6,0.0297
2016-12-10 07:00:00,2016-12-10,7,0.0359
2016-12-10 08:00:00,2016-12-10,8,0.0497
2016-12-10 09:00:00,2016-12-10,9,0.0543
2016-12-10 10:00:00,2016-12-10,10,0.0517
2016-12-10 11:00:00,2016-12-10,11,0.0531
2016-12-10 12:00:00,2016-12-10,12,0.0578
2016-12-10 13:00:00,2016-12-10,13,0.0563
2016-12-10 14:00:00,2016-12-10,14,0.0533
2016-12-10 15:00:00,2016-12-10,15,0.0514
2016-12-10 16:00:00,2016-12-10,16,0.0528
2016-12-10 17:00:00,2016-12-10,17,0.0541
2016-12-10 18:00:00,2016-12-10,18,0.0531
2016-12-10 19:00:00,2016-12-10,19,0.0338
2016-12-10 20:00:00,2016-12-10,20,0.026
2016-12-10 21:00:00,2016-12-10,21,0.0257
2016-12-10 22:00:00,2016-12-10,22,0.0226
2016-12-10 23:00:00,2016-12-10,23,0.0159
2016-12-11 00:00:00,2016-12-11,0,0.0107
2016-12-11 01:00:00,2016-12-11,1,0.0064
2016-12-11 02:00:00,2016-12-11,2,0.0049
2016-12-11 03:00:00,2016-12-11,3,0.0059
2016-12-11 04:00:00,2016-12-11,4,0.0078
2016-12-11 05:00:00,2016-12-11,5,0.014
2016-12-11 06:00:00,2016-12-11,6,0.0169
2016-12-11 07:00:00,2016-12-11,7,0.0221
2016-12-11 08:00:00,2016-12-11,8,0.033
2016-12-11 09:00:00,2016-12-11,9,0.0462
2016-12-11 10:00:00,2016-12-11,10,0.0493
2016-12-11 11:00:00,2016-12-11,11,0.0529
2016-12-11 12:00:00,2016-12-11,12,0.05
2016-12-11 13:00:00,2016-12-11,13,0.0501
2016-12-11 14:00:00,2016-12-11,14,0.0487
2016-12-11 15:00:00,2016-12-11,15,0.0477
2016-12-11 16:00:00,2016-12-11,16,0.0509
2016-12-11 17:00:00,2016-12-11,17,0.0481
2016-12-11 18:00:00,2016-12-11,18,0.0416
2016-12-11 19:00:00,2016-12-11,19,0.0337
2016-12-11 20:00:00,2016-12-11,20,0.0279
2016-12-11 21:00:00,2016-12-11,21,0.0249
2016-12-11 22:00:00,2016-12-11,22,0.0182
2016-12-11 23:00:00,2016-12-11,23,0.0126
2016-12-12 00:00:00,2016-12-12,0,0.0076
2016-12-12 01:00:00,2016-12-12,1,0.0058
2016-12-12 02:00:00,2016-12-12,2,0.0052
2016-12-12 03:00:00,2016-12-12,3,0.0112
2016-12-12 04:00:00,2016-12-12,4,0.0311
2016-12-12 05:00:00,2016-12-12,5,0.0763
2016-12-12 06:00:00,2016-12-12,6,0.0925
2016-12-12 07:00:00,2016-12-12,7,0.0961
2016-12-12 08:00:00,2016-12-12,8,0.114
2016-12-12 09:00:00,2016-12-12,9,0.0752
2016-12-12 10:00:00,2016-12-12,10,0.0656
2016-12-12 11:00:00,2016-12-12,11,0.0485
2016-12-12 12:00:00,2016-12-12,12,0.0481
2016-12-12 13:00:00,2016-12-12,13,0.057
2016-12-12 14:00:00,2016-12-12,14,0.0471
2016-12-12 15:00:00,2016-12-12,15,0.0386
2016-12-12 16:00:00,2016-12-12,16,0.0356
2016-12-12 17:00:00,2016-12-12,17,0.0378
2016-12-12 18:00:00,2016-12-12,18,0.0283
2016-12-12 19:00:00,2016-12-12,19,0.0247
2016-12-12 20:00:00,2016-12-12,20,0.0214
2016-12-12 21:00:00,2016-12-12,21,0.0199
2016-12-12 22:00:00,2016-12-12,22,0.0155
2016-12-12 23:00:00,2016-12-12,23,0.0094
2016-12-13 00:00:00,2016-12-13,0,0.0063
2016-12-13 01:00:00,2016-12-13,1,0.0046
2016-12-13 02:00:00,2016-12-13,2,0.0045
2016-12-13 03:00:00,2016-12-13,3,0.011
2016-12-13 04:00:00,2016-12-13,4,0.0309
2016-12-13 05:00:00,2016-12-13,5,0.0555
2016-12-13 06:00:00,2016-12-13,6,0.0787
2016-12-13 07:00:00,2016-12-13,7,0.099
2016-12-13 08:00:00,2016-12-13,8,0.0878
2016-12-13 09:00:00,2016-12-13,9,0.0841
2016-12-13 10:00:00,2016-12-13,10,0.0614
2016-12-13 11:00:00,2016-12-13,11,0.0545
2016-12-13 12:00:00,2016-12-13,12,0.0456
2016-12-13 13:00:00,2016-12-13,13,0.0541
2016-12-13 14:00:00,2016-12-13,14,0.0465
2016-12-13 15:00:00,2016-12-13,15,0.0394
2016-12-13 16:00:00,2016-12-13,16,0.036
2016-12-13 17:00:00,2016-12-13,17,0.0357
2016-12-13 18:00:00,2016-12-13,18,0.0286
2016-12-13 19:00:00,2016-12-13,19,0.0256
2016-12-13 20:00:00,2016-12-13,20,0.0216
2016-12-13 21:00:00,2016-12-13,21,0.0207
2016-12-13 22:00:00,2016-12-13,22,0.0153
2016-12-13 23:00:00,2016-12-13,23,0.01
2016-12-14 00:00:00,2016-12-14,0,0.0069
2016-12-14 01:00:00,2016-12-14,1,0.0045
2016-12-14 02:00:00,2016-12-14,2,0.005
2016-12-14 03:00:00,2016-12-14,3,0.0117
2016-12-14 04:00:00,2016-12-14,4,0.0322
2016-12-14 05:00:00,2016-12-14,5,0.0763
2016-12-14 06:00:00,2016-12-14,6,0.0956
2016-12-14 07:00:00,2016-12-14,7,0.2164
2016-12-14 08:00:00,2016-12-14,8,0.1798
2016-12-14 09:00:00,2016-12-14,9,0.089
2016-12-14 10:00:00,2016-12-14,10,0.066
2016-12-14 11:00:00,2016-12-14,11,0.0529
2016-12-14 12:00:00,2016-12-14,12,0.0504
2016-12-14 13:00:00,2016-12-14,13,0.0522
2016-12-14 14:00:00,2016-12-14,14,0.0472
2016-12-14 15:00:00,2016-12-14,15,0.0409
2016-12-14 16:00:00,2016-12-14,16,0.0355
2016-12-14 17:00:00,2016-12-14,17,0.0373
2016-12-14 18:00:00,2016-12-14,18,0.0296
2016-12-14 19:00:00,2016-12-14,19,0.0267
2016-12-14 20:00:00,2016-12-14,20,0.0236
2016-12-14 21:00:00,2016-12-14,21,0.0219
2016-12-14 22:00:00,2016-12-14,22,0.016
2016-12-14 23:00:00,2016-12-14,23,0.0109
2016-12-15 00:00:00,2016-12-15,0,0.007
2016-12-15 01:00:00,2016-12-15,1,0.0049
2016-12-15 02:00:00,2016-12-15,2,0.0051
2016-12-15 03:00:00,2016-12-15,3,0.0124
2016-12-15 04:00:00,2016-12-15,4,0.0312
2016-12-15 05:00:00,2016-12-15,5,0.0752
2016-12-15 06:00:00,2016-12-15,6,0.0945
2016-12-15 07:00:00,2016-12-15,7,0.0923
2016-12-15 08:00:00,2016-12-15,8,0.0826
2016-12-15 09:00:00,2016-12-15,9,0.0859
2016-12-15 10:00:00,2016-12-15,10,0.0758
2016-12-15 11:00:00,2016-12-15,11,0.0557
2016-12-15 12:00:00,2016-12-15,12,0.0487
2016-12-15 13:00:00,2016-12-15,13,0.0544
2016-12-15 14:00:00,2016-12-15,14,0.0512
2016-12-15 15:00:00,2016-12-15,15,0.0406
2016-12-15 16:00:00,2016-12-15,16,0.0351
2016-12-15 17:00:00,2016-12-15,17,0.0388
2016-12-15 18:00:00,2016-12-15,18,0.0312
2016-12-15 19:00:00,2016-12-15,19,0.0254
2016-12-15 20:00:00,2016-12-15,20,0.0232
2016-12-15 21:00:00,2016-12-15,21,0.0233
2016-12-15 22:00:00,2016-12-15,22,0.018
2016-12-15 23:00:00,2016-12-15,23,0.0121
2016-12-16 00:00:00,2016-12-16,0,0.0083
2016-12-16 01:00:00,2016-12-16,1,0.0058
2016-12-16 02:00:00,2016-12-16,2,0.0058
2016-12-16 03:00:00,2016-12-16,3,0.0123
2016-12-16 04:00:00,2016-12-16,4,0.0313
2016-12-16 05:00:00,2016-12-16,5,0.0743
2016-12-16 06:00:00,2016-12-16,6,0.0916
2016-12-16 07:00:00,2016-12-16,7,0.0934
2016-12-16 08:00:00,2016-12-16,8,0.0904
2016-12-16 09:00:00,2016-12-16,9,0.0859
2016-12-16 10:00:00,2016-12-16,10,0.0713
2016-12-16 11:00:00,2016-12-16,11,0.06
2016-12-16 12:00:00,2016-12-16,12,0.0519
2016-12-16 13:00:00,2016-12-16,13,0.0612
2016-12-16 14:00:00,2016-12-16,14,0.0532
2016-12-16 15:00:00,2016-12-16,15,0.0429
2016-12-16 16:00:00,2016-12-16,16,0.0399
2016-12-16 17:00:00,2016-12-16,17,0.0416
2016-12-16 18:00:00,2016-12-16,18,0.038
2016-12-16 19:00:00,2016-12-16,19,0.035
2016-12-16 20:00:00,2016-12-16,20,0.0302
2016-12-16 21:00:00,2016-12-16,21,0.0268
2016-12-16 22:00:00,2016-12-16,22,0.0225
2016-12-16 23:00:00,2016-12-16,23,0.0161
2016-12-17 00:00:00,2016-12-17,0,0.0097
2016-12-17 01:00:00,2016-12-17,1,0.0073
2016-12-17 02:00:00,2016-12-17,2,0.0063
2016-12-17 03:00:00,2016-12-17,3,0.008
2016-12-17 04:00:00,2016-12-17,4,0.0149
2016-12-17 05:00:00,2016-12-17,5,0.0283
2016-12-17 06:00:00,2016-12-17,6,0.0313
2016-12-17 07:00:00,2016-12-17,7,0.0371
2016-12-17 08:00:00,2016-12-17,8,0.0487
2016-12-17 09:00:00,2016-12-17,9,0.0511
2016-12-17 10:00:00,2016-12-17,10,0.0488
2016-12-17 11:00:00,2016-12-17,11,0.0534
2016-12-17 12:00:00,2016-12-17,12,0.0537
2016-12-17 13:00:00,2016-12-17,13,0.0522
2016-12-17 14:00:00,2016-12-17,14,0.0554
2016-12-17 15:00:00,2016-12-17,15,0.0528
2016-12-17 16:00:00,2016-12-17,16,0.0576
2016-12-17 17:00:00,2016-12-17,17,0.0633
2016-12-17 18:00:00,2016-12-17,18,0.0553
2016-12-17 19:00:00,2016-12-17,19,0.0385
2016-12-17 20:00:00,2016-12-17,20,0.0295
2016-12-17 21:00:00,2016-12-17,21,0.0288
2016-12-17 22:00:00,2016-12-17,22,0.0253
2016-12-17 23:00:00,2016-12-17,23,0.0174
2016-12-18 00:00:00,2016-12-18,0,0.0111
2016-12-18 01:00:00,2016-12-18,1,0.0066
2016-12-18 02:00:00,2016-12-18,2,0.006
2016-12-18 03:00:00,2016-12-18,3,0.0058
2016-12-18 04:00:00,2016-12-18,4,0.0087
2016-12-18 05:00:00,2016-12-18,5,0.0151
2016-12-18 06:00:00,2016-12-18,6,0.0166
2016-12-18 07:00:00,2016-12-18,7,0.018
2016-12-18 08:00:00,2016-12-18,8,0.0275
2016-12-18 09:00:00,2016-12-18,9,0.038
2016-12-18 10:00:00,2016-12-18,10,0.0412
2016-12-18 11:00:00,2016-12-18,11,0.0443
2016-12-18 12:00:00,2016-12-18,12,0.0459
2016-12-18 13:00:00,2016-12-18,13,0.0514
2016-12-18 14:00:00,2016-12-18,14,0.0493
2016-12-18 15:00:00,2016-12-18,15,0.0495
2016-12-18 16:00:00,2016-12-18,16,0.0528
2016-12-18 17:00:00,2016-12-18,17,0.0566
2016-12-18 18:00:00,2016-12-18,18,0.0468
2016-12-18 19:00:00,2016-12-18,19,0.0367
2016-12-18 20:00:00,2016-12-18,20,0.0308
2016-12-18 21:00:00,2016-12-18,21,0.0263
2016-12-18 22:00:00,2016-12-18,22,0.0206
2016-12-18 23:00:00,2016-12-18,23,0.0135
2016-12-19 00:00:00,2016-12-19,0,0.0076
2016-12-19 01:00:00,2016-12-19,1,0.0059
2016-12-19 02:00:00,2016-12-19,2,0.0054
2016-12-19 03:00:00,2016-12-19,3,0.0108
2016-12-19 04:00:00,2016-12-19,4,0.0292
2016-12-19 05:00:00,2016-12-19,5,0.0716
2016-12-19 06:00:00,2016-12-19,6,0.0878
2016-12-19 07:00:00,2016-12-19,7,0.0923
2016-12-19 08:00:00,2016-12-19,8,0.0867
2016-12-19 09:00:00,2016-12-19,9,0.1552
2016-12-19 10:00:00,2016-12-19,10,0.0677
2016-12-19 11:00:00,2016-12-19,11,0.0556
2016-12-19 12:00:00,2016-12-19,12,0.0506
2016-12-19 13:00:00,2016-12-19,13,0.0566
2016-12-19 14:00:00,2016-12-19,14,0.0498
2016-12-19 15:00:00,2016-12-19,15,0.0412
2016-12-19 16:00:00,2016-12-19,16,0.0369
2016-12-19 17:00:00,2016-12-19,17,0.0377
2016-12-19 18:00:00,2016-12-19,18,0.0312
2016-12-19 19:00:00,2016-12-19,19,0.0276
2016-12-19 20:00:00,2016-12-19,20,0.024
2016-12-19 21:00:00,2016-12-19,21,0.0218
2016-12-19 22:00:00,2016-12-19,22,0.0171
2016-12-19 23:00:00,2016-12-19,23,0.0109
2016-12-20 00:00:00,2016-12-20,0,0.0072
2016-12-20 01:00:00,2016-12-20,1,0.0046
2016-12-20 02:00:00,2016-12-20,2,0.0056
2016-12-20 03:00:00,2016-12-20,3,0.0111
2016-12-20 04:00:00,2016-12-20,4,0.0282
2016-12-20 05:00:00,2016-12-20,5,0.0761
2016-12-20 06:00:00,2016-12-20,6,0.0902
2016-12-20 07:00:00,2016-12-20,7,0.0925
2016-12-20 08:00:00,2016-12-20,8,0.0913
2016-12-20 09:00:00,2016-12-20,9,0.077
2016-12-20 10:00:00,2016-12-20,10,0.0654
2016-12-20 11:00:00,2016-12-20,11,0.0616
2016-12-20 12:00:00,2016-12-20,12,0.0547
2016-12-20 13:00:00,2016-12-20,13,0.058
2016-12-20 14:00:00,2016-12-20,14,0.0484
2016-12-20 15:00:00,2016-12-20,15,0.0386
2016-12-20 16:00:00,2016-12-20,16,0.0186
2016-12-20 17:00:00,2016-12-20,17,0.0
2016-12-20 18:00:00,2016-12-20,18,0.0
2016-12-20 19:00:00,2016-12-20,19,0.0
2016-12-20 20:00:00,2016-12-20,20,0.0
2016-12-20 21:00:00,2016-12-20,21,0.0
2016-12-20 22:00:00,2016-12-20,22,0.0
2016-12-20 23:00:00,2016-12-20,23,0.0
2016-12-21 00:00:00,2016-12-21,0,0.0
2016-12-21 01:00:00,2016-12-21,1,0.0
2016-12-21 02:00:00,2016-12-21,2,0.0
2016-12-21 03:00:00,2016-12-21,3,0.0
2016-12-21 04:00:00,2016-12-21,4,0.0
2016-12-21 05:00:00,2016-12-21,5,0.0082
2016-12-21 06:00:00,2016-12-21,6,0.0912
2016-12-21 07:00:00,2016-12-21,7,0.0879
2016-12-21 08:00:00,2016-12-21,8,0.0816
2016-12-21 09:00:00,2016-12-21,9,0.0772
2016-12-21 10:00:00,2016-12-21,10,0.0683
2016-12-21 11:00:00,2016-12-21,11,0.0618
2016-12-21 12:00:00,2016-12-21,12,0.0521
2016-12-21 13:00:00,2016-12-21,13,0.0599
2016-12-21 14:00:00,2016-12-21,14,0.0516
2016-12-21 15:00:00,2016-12-21,15,0.0405
2016-12-21 16:00:00,2016-12-21,16,0.0369
2016-12-21 17:00:00,2016-12-21,17,0.038
2016-12-21 18:00:00,2016-12-21,18,0.0342
2016-12-21 19:00:00,2016-12-21,19,0.0293
2016-12-21 20:00:00,2016-12-21,20,0.0247
2016-12-21 21:00:00,2016-12-21,21,0.0236
2016-12-21 22:00:00,2016-12-21,22,0.0182
2016-12-21 23:00:00,2016-12-21,23,0.0126
2016-12-22 00:00:00,2016-12-22,0,0.008
2016-12-22 01:00:00,2016-12-22,1,0.0061
2016-12-22 02:00:00,2016-12-22,2,0.0062
2016-12-22 03:00:00,2016-12-22,3,0.0118
2016-12-22 04:00:00,2016-12-22,4,0.029
2016-12-22 05:00:00,2016-12-22,5,0.0715
2016-12-22 06:00:00,2016-12-22,6,0.0877
2016-12-22 07:00:00,2016-12-22,7,0.084
2016-12-22 08:00:00,2016-12-22,8,0.0777
2016-12-22 09:00:00,2016-12-22,9,0.0724
2016-12-22 10:00:00,2016-12-22,10,0.0674
2016-12-22 11:00:00,2016-12-22,11,0.0585
2016-12-22 12:00:00,2016-12-22,12,0.0571
2016-12-22 13:00:00,2016-12-22,13,0.0602
2016-12-22 14:00:00,2016-12-22,14,0.0515
